id,title,cuisine,difficulty,total_time,variant_type,protein_type,base_recipe,issues
cc536e89-e247-4e94-ae81-b421ae26a940,Goan Style Tonak Alsanyache Recipe (Black eyed beans cooked in Tonak Masala Recipe),indian,hard,105,standard,vegetarian,Goan Tonak Alsanyache Recipe (Black eyed beans cooked in Tonak Masala Recipe),veg_tags_with_meat_words
d10a8f2c-3f7f-46d0-8426-a53f998d75f6,Pull Apart Bread With Basil Pesto Recipe,indian,hard,105,standard,vegetarian,Pull Apart Bread With Basil Pesto Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
ae1180d0-1cfc-405e-a5d8-b092eda38095,Turkish Baklava Recipe From Scratch,indian,hard,110,standard,vegetarian,Turkish Baklava Recipe From Scratch,veg_tags_with_meat_words|quick_keyword_but_long_total_time
b24d3e91-6f6a-4928-8252-00c2b637e05d,Veg Tunday Kabab Recipe,indian,hard,120,standard,vegetarian,Veg Tunday Kabab Recipe,veg_tags_with_meat_words
268c255c-f1d8-46a7-add5-9535e4d834b5,Calzone/ Pocket Pizza/ Mc Puffs Recipe (With Baked Option),indian,hard,130,standard,vegetarian,Calzone/ Pocket Pizza/ Mc Puffs Recipe (With Baked Option),veg_tags_with_meat_words|quick_keyword_but_long_total_time
903bbaff-3ee4-4748-8166-4866baba7fcb,Sweet and Spicy Pineapple Paneer Tikka Tawa Pizza Recipe,indian,hard,135,standard,vegetarian,Sweet and Spicy Pineapple Paneer Tikka Tawa Pizza Recipe,veg_tags_with_meat_words
8faf92ac-479f-4221-a2fd-4ccbc796d350,Easy Tomato And Cheese Mini Pizza Recipe,indian,hard,140,easy,vegetarian,Tomato And Cheese Mini Pizza Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
d6aebfbf-3091-4af7-90f9-0925c72a48ad,Vanilla Choco Mousse Recipe With Chocolate Chips,indian,medium,145,standard,vegetarian,Vanilla Choco Mousse Recipe With Chocolate Chips,veg_tags_with_meat_words|quick_keyword_but_long_total_time
3e24e42f-15ee-495a-981a-e5599f345c51,Cheesy Pull Apart Bread Recipe,indian,medium,150,standard,vegetarian,Cheesy Pull Apart Bread Recipe,veg_tags_with_meat_words
2925ec95-59d2-442e-9e4f-3c6804e00c51,Whole Wheat Homemade English Muffins Recipe,indian,medium,150,standard,vegetarian,Whole Wheat Homemade English Muffins Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
0927c49b-2be4-4236-bf6e-87f8d08ef155,Jowar Garlic Naan Recipe- Healthy Sorghum Naan,indian,medium,155,standard,vegetarian,Jowar Garlic Naan Recipe- Healthy Sorghum Naan,veg_tags_with_meat_words
c1c41b81-680d-40a2-b0a1-0f198ebc1f72,Masala Cheese Bread Loaf Recipe With Garam Masala & Herbs,indian,medium,160,standard,vegetarian,Masala Cheese Bread Loaf Recipe With Garam Masala & Herbs,veg_tags_with_meat_words|quick_keyword_but_long_total_time
e8e2d21c-5d60-46bd-96eb-250f241b9bb7,Roasted Garlic No Knead Skillet Bread Recipe With Olives,indian,hard,160,standard,vegetarian,Roasted Garlic No Knead Skillet Bread Recipe With Olives,veg_tags_with_meat_words|quick_keyword_but_long_total_time
f18a55c6-dbf0-405a-b2f0-192d5ceed35f,Whole Wheat Mushroom Spinach Calzone Recipe,indian,hard,190,standard,vegetarian,Whole Wheat Mushroom Spinach Calzone Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
039b0337-e7b0-4e3b-862d-adccb90a745c,Whole Wheat Oats And Pesto Bread Recipe,indian,medium,210,standard,vegetarian,Whole Wheat Oats And Pesto Bread Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
37310455-f156-4491-b19a-bb47bae049ea,Lemon Grass Oats & Almonds Pudding Recipe with Macerated Berries,indian,hard,260,standard,vegetarian,Lemon Grass Oats & Almonds Pudding Recipe with Macerated Berries,veg_tags_with_meat_words|quick_keyword_but_long_total_time
e9282810-5bd4-4828-b046-357206510f40,Whole Wheat Roasted Vegetable Pizza Pockets Recipe,indian,hard,320,standard,vegetarian,Whole Wheat Roasted Vegetable Pizza Pockets Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
a175c585-df94-4a5e-9e1b-a3e79e4b214a,Goan Style Sana Recipe (Soft Steamed Rice Cakes),indian,hard,495,standard,vegetarian,Goan Sana Recipe (Soft Steamed Rice Cakes),veg_tags_with_meat_words|quick_keyword_but_long_total_time
44a800e8-3b8e-42fb-a354-10ece6eb9376,Bottle Gourd Ice Cream Recipe - Lauki Ice Cream,indian,medium,610,standard,vegetarian,Bottle Gourd Ice Cream Recipe - Lauki Ice Cream,veg_tags_with_meat_words
78a33e90-9309-413d-b719-453a58024ea8,Spicy Mexican Layered Chilli Rice Recipe,indian,hard,765,standard,vegetarian,Spicy Mexican Layered Chilli Rice Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
60f9df78-1863-4e18-98ff-9b5fb0984aaa,Guava And Papaya Mimosa Drink Recipe,indian,easy,10,standard,vegetarian,Guava And Papaya Mimosa Drink Recipe,nonveg_tags_without_meat_words
5599c0be-58d3-4a45-ae07-ab13c95b12e2,Apple Tea Latte Recipe,indian,easy,12,standard,vegetarian,Apple Tea Latte Recipe,nonveg_tags_without_meat_words
9c04374f-02e1-4f57-9df0-a549e2c87dc8,Khamang Kakdi Recipe - Khamang Kakdi Recipe,indian,medium,12,standard,vegetarian,Khamang Kakdi Recipe - Khamang Kakdi Recipe,nonveg_tags_without_meat_words
206ef089-9d76-4b67-8e5a-e7bb49e6f1d1,Khamang Kakdi Recipe - Maharashtrian Cucumber Salad,indian,easy,12,standard,vegetarian,Khamang Kakdi Recipe - Maharashtrian Cucumber Salad,nonveg_tags_without_meat_words
31f67714-1b93-408c-b28e-f6ad823d61ed,Kothamalli Thogayal Recipe | Coriander Leaves Chutney,indian,easy,15,standard,vegetarian,Kothamalli Thogayal Recipe | Coriander Leaves Chutney,nonveg_tags_without_meat_words
58bd5f73-239e-4899-b2bd-7845c0efe3a1,Kothamalli Thovayal Recipe (Dry Coriander Leaves Chutney),indian,easy,15,standard,vegetarian,Kothamalli Thovayal Recipe (Dry Coriander Leaves Chutney),nonveg_tags_without_meat_words
72e75b89-45ff-4ae9-9090-8e33d6e5842e,Pachai Mor Kuzhambu Recipe,indian,medium,17,standard,vegetarian,Pachai Mor Kuzhambu Recipe,nonveg_tags_without_meat_words
ea3b8df8-7b09-4414-a4d6-9997ee9417e1,Kerala Pazham Pori Recipe - Banana Fritters Recipe | Nedra Pazham Fry,indian,easy,20,standard,vegetarian,Kerala Pazham Pori Recipe - Banana Fritters Recipe | Nedra Pazham Fry,nonveg_tags_without_meat_words
de79b279-d138-4022-8e01-f477c672d2cc,Muesli Banana Fritters Recipe,indian,easy,20,standard,vegetarian,Muesli Banana Fritters Recipe,nonveg_tags_without_meat_words
2c5fb4be-f28f-4574-b6f2-70ed10945934,Sorakkai Paruppu Kuzhambu Recipe - Tamil Nadu Style Lauki Curry,indian,medium,20,standard,vegetarian,Sorakkai Paruppu Kuzhambu Recipe - Tamil Nadu Lauki Curry,nonveg_tags_without_meat_words
2f205454-7849-46ab-8d87-d88aa7bcbfea,Biryani Chammanthi Recipe (Green Chutney Recipe),indian,easy,25,standard,vegetarian,Biryani Chammanthi Recipe (Green Chutney Recipe),nonveg_tags_without_meat_words
e4dcde7c-10f2-4c08-a934-0c87ebb02a60,Nendra Pazham Pulissery Recipe - Ayurvedic Recipe,indian,easy,25,standard,vegetarian,Nendra Pazham Pulissery Recipe - Ayurvedic Recipe,nonveg_tags_without_meat_words
62726de4-2974-4549-89f3-a705a57b267c,South Indian Papad Curry Recipe - Appalam Vathal Kuzhambu (Recipe),indian,easy,25,standard,vegetarian,South Indian Papad Curry Recipe - Appalam Vathal Kuzhambu (Recipe),nonveg_tags_without_meat_words
e5e532c9-bc97-4112-9bb4-150b699b195d,Tamil Nadu Style Kothamali Aval Upma Recipe - Coriander Poha Recipe,indian,medium,25,standard,vegetarian,Tamil Nadu Kothamali Aval Upma Recipe - Coriander Poha Recipe,nonveg_tags_without_meat_words
a333d78b-6628-4cb1-acb3-6a2219c7f0fb,Warm Red Lentil Salad With Goat Cheese Recipe,indian,medium,25,standard,vegetarian,Warm Red Lentil Salad With Goat Cheese Recipe,nonveg_tags_without_meat_words
a2ef4503-f007-468f-b114-f7aa764825d2,Instant Khaman Dhokla Recipe,indian,hard,30,standard,vegetarian,Instant Khaman Dhokla Recipe,nonveg_tags_without_meat_words
ac18290d-75d6-49f1-bd71-a271d0e6b777,Kashmiri Style Tamatar Chaman Recipe -Paneer Cooked With Tomatoes,indian,easy,30,standard,vegetarian,Kashmiri Tamatar Chaman Recipe -Paneer Cooked With Tomatoes,nonveg_tags_without_meat_words
81af149a-b4ab-40fe-9997-fd4df0dccbf0,Keerai Karamani Kuzhambu- Palak Lobia Curry Recipe,indian,hard,30,standard,vegetarian,Keerai Karamani Kuzhambu- Palak Lobia Curry Recipe,nonveg_tags_without_meat_words
1e3d4713-f6ea-48db-a0a3-1e2af83ed6bf,Mambazha Mor Kuzhambu Recipe - Ripe Mango Mor Kuzhambu,indian,easy,30,standard,vegetarian,Mambazha Mor Kuzhambu Recipe - Ripe Mango Mor Kuzhambu,nonveg_tags_without_meat_words
ad084a8f-1e31-4eb4-88a1-2b1aff13978b,Murungakkai Mor Kuzhambu Recipe-Drumstick Buttermilk Curry,indian,easy,30,standard,vegetarian,Murungakkai Mor Kuzhambu Recipe-Drumstick Buttermilk Curry,nonveg_tags_without_meat_words
ce695c7d-f9b4-4cee-98c7-ab273018cf6a,Orange Peel Kuzhambu Recipe - Orange Peel Tamarind Based Curry,indian,hard,30,standard,vegetarian,Orange Peel Kuzhambu Recipe - Orange Peel Tamarind Based Curry,nonveg_tags_without_meat_words
337b2417-4471-4eb2-9a21-931d6f3a0ebc,Poondu Milagu Kuzhambu Recipe - Tamilnadu Style Garlic and Black Pepper Curry,indian,medium,30,standard,vegetarian,Poondu Milagu Kuzhambu Recipe - Tamilnadu Garlic and Black Pepper Curry,nonveg_tags_without_meat_words
cb57be5b-451a-46a2-ae31-d52c53ce539f,Poricha Kuzhambu Recipe (Tamil Nadu Style Mixed Vegetables and Lentil Stew),indian,medium,30,standard,vegetarian,Poricha Kuzhambu Recipe (Tamil Nadu Mixed Vegetables and Lentil Stew),nonveg_tags_without_meat_words
b79796de-7e73-4773-bcb2-86591010a0f0,Vendakkai-Vazhakkai Mor Kuzhambu Recipe (Tamil Nadu Style Lady's Finger & Raw Banana Curry),indian,hard,30,standard,vegetarian,Vendakkai-Vazhakkai Mor Kuzhambu Recipe (Tamil Nadu Lady's Finger & Raw Banana Curry),nonveg_tags_without_meat_words
87b0034e-8fea-4491-84dc-53c25349824a,Aava Pettina Majjiga Pulusu Recipe - Andhra Style Mor Kuzhambu,indian,hard,35,standard,vegetarian,Aava Pettina Majjiga Pulusu Recipe - Andhra Mor Kuzhambu,nonveg_tags_without_meat_words
af36af36-1fbb-4cd0-bdc0-0adb0c40e2bf,Chamadumpa Vepudu Recipe - Andhra Style Colocasia Stir Fry,indian,easy,35,standard,vegetarian,Chamadumpa Vepudu Recipe - Andhra Colocasia Stir Fry,nonveg_tags_without_meat_words
140adc1f-e32d-4a51-8cac-5843e3f14658,Cucumber Mor Kuzhambu Recipe (Cucumber Curry),indian,easy,35,standard,vegetarian,Cucumber Mor Kuzhambu Recipe (Cucumber Curry),nonveg_tags_without_meat_words
a187b228-98fb-4d0e-8a07-c82ce16ab20b,Ellu Kuzhambu Recipe- Sesame Seeds Kuzhambu,indian,medium,35,standard,vegetarian,Ellu Kuzhambu Recipe- Sesame Seeds Kuzhambu,nonveg_tags_without_meat_words
f6e9cd23-60d4-4ffc-a1d3-bc429ebe0a0a,Sweet Dashami Recipe (Maharashtrian Flatbread Made With Wheat Flour & Sugarcane Juice),indian,easy,35,standard,vegetarian,Sweet Dashami Recipe (Maharashtrian Flatbread Made With Wheat Flour & Sugarcane Juice),nonveg_tags_without_meat_words
78152524-359e-4ace-847a-f8b2672422b1,Thai Style Sweet Khao Tom Recipe (Coconut Sticky Rice Stuffed with Banana and Steamed),indian,easy,35,standard,vegetarian,Thai Sweet Khao Tom Recipe (Coconut Sticky Rice Stuffed with Banana and Steamed),nonveg_tags_without_meat_words
1f84fc4b-ea17-4294-ac08-631e24f98cdb,White Pumpkin Mor Kuzhambu Recipe - Kerala Style White Pumpkin Curry,indian,hard,35,standard,vegetarian,White Pumpkin Mor Kuzhambu Recipe - Kerala White Pumpkin Curry,nonveg_tags_without_meat_words
b414e582-2705-4503-87c9-b3db148a3b19,Andhra Style Chama Dumpa Pulusu Recipe - Arbi With Sesame Tamarind Sauce Recipe,indian,easy,40,standard,vegetarian,Andhra Chama Dumpa Pulusu Recipe - Arbi With Sesame Tamarind Sauce Recipe,nonveg_tags_without_meat_words
0e796023-ca41-42c1-8ed5-882fd7eb1dc0,Bannada Saute Majjige Huli Recipe (Malabar Cucumber Mor Kuzhambu),indian,easy,40,standard,vegetarian,Bannada Saute Majjige Huli Recipe (Malabar Cucumber Mor Kuzhambu),nonveg_tags_without_meat_words
bc73d4a4-18f1-4eb5-9788-d68247e80d24,Chammanthi Chutney Recipe,indian,medium,40,standard,vegetarian,Chammanthi Chutney Recipe,nonveg_tags_without_meat_words
5abdbdc3-aad5-4581-990c-416477898980,Chammanthi Chutney Recipe (Coconut And Onion Chutney),indian,medium,40,standard,vegetarian,Chammanthi Chutney Recipe (Coconut And Onion Chutney),nonveg_tags_without_meat_words
a9978241-092e-447d-afd1-b249094a1078,Chettinad Paruppu Urundai Kuzhambu (Steamed Lentil Balls Cooked in a Tangy Curry) Recipe,indian,hard,40,standard,vegetarian,Chettinad Paruppu Urundai Kuzhambu (Steamed Lentil Balls Cooked in a Tangy Curry) Recipe,nonveg_tags_without_meat_words
f2376cd9-a09d-414a-8886-7a021471a280,Chettinad Thakkali Vengaya Kuzhambu Recipe,indian,medium,40,standard,vegetarian,Chettinad Thakkali Vengaya Kuzhambu Recipe,nonveg_tags_without_meat_words
3766bab9-7a61-41c2-bd1f-968952485554,Chow-Chow Kothamalli Chutney Recipe - Chayote Coriander Chutney,indian,easy,40,standard,vegetarian,Chow-Chow Kothamalli Chutney Recipe - Chayote Coriander Chutney,nonveg_tags_without_meat_words
c016a365-ef31-4f07-9544-ef2518d2eb03,Kerala Style Pazham Pori Recipe (Banana Fry),indian,easy,40,standard,vegetarian,Kerala Pazham Pori Recipe (Banana Fry),nonveg_tags_without_meat_words
b60762f6-3055-40e9-8383-fd19c8053910,Kondakadalai Puli Vengaya Kuzhambu Recipe (South Indian Style Spicy And Tangy Kala Chana),indian,easy,40,standard,vegetarian,Kondakadalai Puli Vengaya Kuzhambu Recipe (South Indian Spicy And Tangy Kala Chana),nonveg_tags_without_meat_words
208ca9e6-d119-4f62-a768-b4637d2abee5,Kothamalli Rava Upma Recipe - Coriander Semolina Pudding,indian,medium,40,standard,vegetarian,Kothamalli Rava Upma Recipe - Coriander Semolina Pudding,nonveg_tags_without_meat_words
46cd0347-c60b-461c-a26d-4119dee9be3d,Methi Chaman Recipe -Paneer In Dark Leafy Greens Based Gravy,indian,easy,40,standard,vegetarian,Methi Chaman Recipe -Paneer In Dark Leafy Greens Based Gravy,nonveg_tags_without_meat_words
621012d4-9cc2-450a-92ee-f124970291fa,Milagu Kozhambu Recipe,indian,hard,40,standard,vegetarian,Milagu Kozhambu Recipe,nonveg_tags_without_meat_words
06d490f8-e57e-4457-8d01-db63a843be8d,Shimla Mirchi Panchamrut Recipe | Konkani Capsicum Cashew Peanut Sabzi,indian,hard,40,standard,vegetarian,Shimla Mirchi Panchamrut Recipe | Konkani Capsicum Cashew Peanut Sabzi,nonveg_tags_without_meat_words
9ba12b13-7c5c-4b2a-ad8f-9bdf8df3d8cc,Ada Pradhaman Recipe With Homemade Ada- Kerala Special Payasam Recipe,indian,medium,45,standard,vegetarian,Ada Pradhaman Recipe With Homemade Ada- Kerala Special Payasam Recipe,nonveg_tags_without_meat_words
2870e53c-e04b-4907-a544-e490f815de05,Kashmiri Style Chaman Recipe-Qaliya Cottage Cheese Curry,indian,medium,45,standard,vegetarian,Kashmiri Chaman Recipe-Qaliya Cottage Cheese Curry,nonveg_tags_without_meat_words
4dd5e2e9-836a-4feb-9dac-8286e0d3bc3e,Khaman Dhokla Poha Recipe,indian,easy,45,standard,vegetarian,Khaman Dhokla Poha Recipe,nonveg_tags_without_meat_words
b047b04c-20be-4540-8ddb-3ffcb62f2713,Kothamalli Karuveppilai Sadam Recipe - Coriander And Curry Leaves Rice,indian,hard,45,standard,vegetarian,Kothamalli Karuveppilai Sadam Recipe - Coriander And Curry Leaves Rice,nonveg_tags_without_meat_words
77ebdab7-b4bc-4cb9-9366-e6c8bd97bd57,Kothamalli Kozhukattai (Coriander Rice) Recipe,indian,medium,45,standard,vegetarian,Kothamalli Kozhukattai (Coriander Rice) Recipe,nonveg_tags_without_meat_words
f081a063-215e-42ba-b451-730e411344e3,Spaghetti Aglio Olio Pasta Recipe with Bacon,indian,medium,45,standard,vegetarian,Spaghetti Aglio Olio Pasta Recipe with Bacon,nonveg_tags_without_meat_words
f6032709-7995-47f5-a5b3-eb684975031b,Tirunelveli Sodhi Kuzhambu Recipe - Mixed Vegetable Stew,indian,hard,45,standard,vegetarian,Tirunelveli Sodhi Kuzhambu Recipe - Mixed Vegetable Stew,nonveg_tags_without_meat_words
93cb4ba9-c30a-4799-a17f-479bbd8ae927,Avocado Ada Pradhaman Recipe (With Vegan Option),indian,easy,50,standard,vegetarian,Avocado Ada Pradhaman Recipe (With Vegan Option),nonveg_tags_without_meat_words
7e356375-d474-481e-9c77-94d574bb6ef4,Bonda Mor Kuzhambu Recipe,indian,medium,50,standard,vegetarian,Bonda Mor Kuzhambu Recipe,nonveg_tags_without_meat_words
d1401516-9606-4026-9d7b-92c521093550,Chettinad Nandu Varuval Recipe (Crab Fry Dry With Baby Onions),indian,hard,50,standard,vegetarian,Chettinad Nandu Varuval Recipe (Crab Fry Dry With Baby Onions),nonveg_tags_without_meat_words
85b2fea9-23a5-4f1c-9884-f9c9c6e434fa,Chinna Vengaya Puli Kuzhambu Recipe (Spicy Tangy Baby Onion Curry),indian,medium,50,standard,vegetarian,Chinna Vengaya Puli Kuzhambu Recipe (Spicy Tangy Baby Onion Curry),nonveg_tags_without_meat_words
31bf8cda-c03a-46ec-91c1-bf085457172c,Karuveppilai Kuzhambu Recipe (Tangy & Spicy Curry Leaves Curry),indian,hard,50,standard,vegetarian,Karuveppilai Kuzhambu Recipe (Tangy & Spicy Curry Leaves Curry),nonveg_tags_without_meat_words
f277e1f6-3c6e-428b-a88c-7d9de1c38d08,Murungakkai Puli Kuzhambu Recipe -Spicy Drumstick Curry,indian,easy,50,standard,vegetarian,Murungakkai Puli Kuzhambu Recipe -Spicy Drumstick Curry,nonveg_tags_without_meat_words
13ce3ed9-0980-4ed2-adf4-5923fc2d6d00,No Bake Lemon Bars Recipe,indian,hard,50,standard,vegetarian,No Bake Lemon Bars Recipe,nonveg_tags_without_meat_words
5760b6b7-1019-4079-88ad-b5ea27d9fcf6,Paneer Pav Bhaji Recipe - Wholesome Weeknight Dinner,indian,hard,50,standard,vegetarian,Paneer Pav Bhaji Recipe - Wholesome Weeknight Dinner,nonveg_tags_without_meat_words
1c6e49fa-a524-4cf2-ae22-ff00910560de,Sorakkai Kozhukattai Paal Kuzhambu Recipe - Bottle Gourd Curry,indian,medium,50,standard,vegetarian,Sorakkai Kozhukattai Paal Kuzhambu Recipe - Bottle Gourd Curry,nonveg_tags_without_meat_words
91823ef9-4b29-4635-9e32-2e5538504aa9,Sorakkai Puli Kuzhambu Recipe - Tangy Bottle Gourd Curry,indian,easy,50,standard,vegetarian,Sorakkai Puli Kuzhambu Recipe - Tangy Bottle Gourd Curry,nonveg_tags_without_meat_words
1e573c22-981f-42b3-a2a1-cb51544ede35,Kakrar Jhal (Bengali Crab Korma Recipe),indian,medium,55,standard,vegetarian,Kakrar Jhal (Bengali Crab Korma Recipe),nonveg_tags_without_meat_words
982f7234-5f3b-46b1-babd-5095d044057f,Vepampoo Kara Kuzhambu Recipe (Dried Neem Flower Gravy),indian,medium,55,standard,vegetarian,Vepampoo Kara Kuzhambu Recipe (Dried Neem Flower Gravy),nonveg_tags_without_meat_words
14a6c859-0485-46fc-8f93-f9737dd341c8,Kakrar Jhal Recipe - Bengali Style Crab Curry,indian,hard,60,standard,vegetarian,Kakrar Jhal Recipe - Bengali Crab Curry,nonveg_tags_without_meat_words|quick_keyword_but_long_total_time
3c7dfd18-9b4b-4526-a366-d06177a41f3f,Khamiri Roti Recipe,indian,easy,60,standard,vegetarian,Khamiri Roti Recipe,nonveg_tags_without_meat_words
3223759f-1800-4c7a-9de5-dbfe2329ed64,Mambazha Pulissery Recipe - Mango Mor Kuzhambu Recipe,indian,easy,60,standard,vegetarian,Mambazha Pulissery Recipe - Mango Mor Kuzhambu Recipe,nonveg_tags_without_meat_words
7eb77d77-6fcc-4f3d-ac13-a0290e007c2b,Mangalore Buns Recipe - Puffed Banana Puris,indian,easy,60,standard,vegetarian,Mangalore Buns Recipe - Puffed Banana Puris,nonveg_tags_without_meat_words
6d0d0a06-575b-4713-b793-71847639b041,Spicy Cabbage Rice Recipe (South Indian Style Mutta Kose Sadham Recipe),indian,medium,65,standard,vegetarian,Spicy Cabbage Rice Recipe (South Indian Mutta Kose Sadham Recipe),nonveg_tags_without_meat_words
d9d290ea-97db-46d8-b08f-aca5fdabc006,Tomato Tarts Recipe,indian,medium,65,standard,vegetarian,Tomato Tarts Recipe,nonveg_tags_without_meat_words|quick_keyword_but_long_total_time
dcb2a1d1-35db-4c93-b521-7b56d53f8be7,Ada Pradhaman Recipe - Kerala Style Rice Ada Pudding With Jaggery & Coconut Milk,indian,medium,70,standard,vegetarian,Ada Pradhaman Recipe - Kerala Rice Ada Pudding With Jaggery & Coconut Milk,nonveg_tags_without_meat_words
f4be23aa-e07c-451d-a966-2f793c78f06e,Crispy Crab Rangoons Recipe,indian,medium,80,standard,vegetarian,Crispy Crab Rangoons Recipe,nonveg_tags_without_meat_words
8812bd33-3053-42a0-ad3a-2215f82d092f,Kollu Puli Kuzhambu Recipe - Horsegram In A Tangy Gravy,indian,hard,80,standard,vegetarian,Kollu Puli Kuzhambu Recipe - Horsegram In A Tangy Gravy,nonveg_tags_without_meat_words|quick_keyword_but_long_total_time
dd27f876-6065-4ee1-911c-9f9aae3ce7ad,Spicy Crab Masala Recipe,indian,hard,80,standard,vegetarian,Spicy Crab Masala Recipe,nonveg_tags_without_meat_words|quick_keyword_but_long_total_time
a3164a42-441b-48b9-9903-f2155c9667e5,Kerala pala pradham recipe,indian,hard,90,standard,vegetarian,Kerala pala pradham recipe,nonveg_tags_without_meat_words
e4bee7c3-9818-4ff0-9548-7c755627a943,Malabar Kaai Curry Recipe With Nenthra Pazham,indian,medium,90,standard,vegetarian,Malabar Kaai Curry Recipe With Nenthra Pazham,nonveg_tags_without_meat_words
42865aa6-c95e-4741-ac3f-51a3ef328fd8,Masala Vadai Kuzhambu Recipe (Mudaliar Style Curried Fritters In Spicy Tamarind Gravy),indian,hard,95,standard,vegetarian,Masala Vadai Kuzhambu Recipe (Mudaliar Curried Fritters In Spicy Tamarind Gravy),nonveg_tags_without_meat_words|quick_keyword_but_long_total_time
1bc52104-65f5-40f4-a86b-295c023cb95d,Vegetarian Shami Kebab Recipe (Chane Ke Kebab),indian,hard,105,standard,vegetarian,Vegetarian Shami Kebab Recipe (Chane Ke Kebab),nonveg_tags_without_meat_words|quick_keyword_but_long_total_time
228821b8-36d7-43ff-83ea-3071a7f06909,No-Bake Strawberry Cream Cheese Dessert Recipe,indian,medium,110,standard,vegetarian,No-Bake Strawberry Cream Cheese Dessert Recipe,nonveg_tags_without_meat_words|quick_keyword_but_long_total_time
334d78e0-2228-4f6d-bf54-58b1e4e338d2,Cheese and Bacon Pinwheels Recipe,indian,hard,130,standard,vegetarian,Cheese and Bacon Pinwheels Recipe,nonveg_tags_without_meat_words|quick_keyword_but_long_total_time
d276e294-0c18-475a-b146-131b0674e15b,Croissant Recipe,indian,hard,165,standard,vegetarian,Croissant Recipe,nonveg_tags_without_meat_words|quick_keyword_but_long_total_time
1a846614-1164-4159-b505-ffb2d044eafe,Aloo Kulcha Recipe (Spiced Potato Stuffed Indian Flat Bread),indian,hard,60,standard,vegetarian,Aloo Kulcha Recipe (Spiced Potato Stuffed Indian Flat Bread),quick_keyword_but_long_total_time
f7f23dd0-9e32-4848-b261-23e8c23cb733,Aloo Paneer Kebab Recipe,indian,easy,60,standard,vegetarian,Aloo Paneer Kebab Recipe,quick_keyword_but_long_total_time
55eb4233-b8b1-41f8-b9b8-27e55fdd98de,Andhra Style Mutton Curry Recipe,indian,medium,60,standard,non_veg,Andhra Mutton Curry Recipe,quick_keyword_but_long_total_time
8780890b-c39d-4df4-a93b-b040846eee99,Arbi Ke Patte Ke Pakode - Colocasia Leaf Rolls Recipe,indian,medium,60,standard,vegetarian,Arbi Ke Patte Ke Pakode - Colocasia Leaf Rolls Recipe,quick_keyword_but_long_total_time
f24201ee-2a9d-4688-87db-76faaa66d82a,Assamese Boror Tenga Recipe (Vegetarian Sour Curry With Masoor Dal Fritters),indian,hard,60,standard,vegetarian,Assamese Boror Tenga Recipe (Vegetarian Sour Curry With Masoor Dal Fritters),quick_keyword_but_long_total_time
3f011619-de7f-47e2-86ed-f692396e11f9,Baked Mathri Recipe (Non Fried Tea Time Snack),indian,easy,60,standard,vegetarian,Baked Mathri Recipe (Non Fried Tea Time Snack),quick_keyword_but_long_total_time
8a67833d-f1fc-4e20-a99e-9ce649c133f8,Baked Potato & Peas Samosa With Phyllo Pastry Recipe,indian,medium,60,standard,vegetarian,Baked Potato & Peas Samosa With Phyllo Pastry Recipe,quick_keyword_but_long_total_time
7c487a91-b94c-42c8-ba3d-f7d9adcdf982,Baked Stuffed Baati With Churma And Panchratna Dal Recipe,indian,hard,60,standard,vegetarian,Baked Stuffed Baati With Churma And Panchratna Dal Recipe,quick_keyword_but_long_total_time
cdf62192-801e-47f3-925d-92abeabca362,Baked Yogurt With Honey Cinnamon Grilled Fruits Recipe,indian,easy,60,standard,vegetarian,Baked Yogurt With Honey Cinnamon Grilled Fruits Recipe,quick_keyword_but_long_total_time
a6dd9df6-2b5f-4577-b291-ad2ef3f86f2b,Bakery Style Baked Nippattu Recipe,indian,hard,60,standard,vegetarian,Bakery Baked Nippattu Recipe,quick_keyword_but_long_total_time
0f574717-c6fa-4235-a40a-1bb377ad554e,Beetroot Halwa Recipe (With Vegan Option),indian,easy,60,standard,vegetarian,Beetroot Halwa Recipe (With Vegan Option),quick_keyword_but_long_total_time
dbf323a8-21f1-4d8d-92c3-19802ff6d996,Bhakri Chaat Recipe With Green Moong Sprouts And Aloo,indian,hard,60,standard,vegetarian,Bhakri Chaat Recipe With Green Moong Sprouts And Aloo,quick_keyword_but_long_total_time
478233c4-cf6c-46ae-b5bb-2844c00ce071,Blueberry Muffin Cake Recipe,indian,easy,60,standard,vegetarian,Blueberry Muffin Cake Recipe,quick_keyword_but_long_total_time
84c1a81f-3bf7-45c8-91be-12baede2b618,Broccoli & Vegetable Coconut Curry Recipe,indian,hard,60,standard,vegetarian,Broccoli & Vegetable Coconut Curry Recipe,quick_keyword_but_long_total_time
ec8ec7e2-0502-4edc-9b91-e526f55c3157,Brown Rice Flakes Pudding / Desi Poha Kheer Recipe,indian,easy,60,standard,vegetarian,Brown Rice Flakes Pudding / Desi Poha Kheer Recipe,quick_keyword_but_long_total_time
